"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"156","NRTC","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"157","Bancstreet Capital Partners Ltd","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:47:00","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"158","Top Source International","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"159","John Holland","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"160","Salebuild","Bill Douglas","11","0","2017-01-03 19:47:51","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"161","Keller Williams Realty Beverly Hills","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"162","Safety Corporation","Bill Douglas","4","0","2017-01-03 19:47:51","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"163","Wirelessxfactor","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"164","CenturyLink","Bill Douglas","13","0","2017-01-03 19:47:51","2023-12-08 09:29:15","All users","","2017-02-01","0","0","0","1","1","0","119","","","","","","","","","","","","","","","","","","","","","",""
"165","Marcum Search LLC","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"166","Colorado Venture Management","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"167","Love my Dog Training","Bill Douglas","2","0","2017-01-03 19:47:51","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"168","Gekko Media Solutions","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:42","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"169","Lake County Health Department","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"170","Executive and Business Coaching Network (EBCN)","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"171","New England Securities Corp.","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"172","Cannock Chase","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"173","EGolfTourney","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"174","Ingenium","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:50:26","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"176","Imagination Edge Inc.","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"177","Fiducial","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"178","Denver Urology Clinic","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:06","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"179","AB Soft Source Pvt. Ltd.","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"180","Organic People, Inc.","Bill Douglas","2","0","2017-01-03 19:47:52","2025-06-24 13:15:14","All users","","","0","0","0","0","0","0","19","","","","","","","","","","","","","","","","","","","","","",""
"181","LeTip International","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"182","University of California, San Diego - Jacobs School of Engineering","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"183","Mediapep","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"184","H&R Sales, Inc.","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"185","Atmos Energy Corp - Co/Ks Division","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"186","AIESEC","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:42","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"187","STG","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"188","Western Digital Corporation","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"189","Web 3.0 Coaching and Consulting","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"190","PartyGaming - partypartners.com & affclub.com Affiliate Program","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"191","PeopleSoft","Bill Douglas","2","0","2017-01-03 19:47:52","2025-06-26 16:26:07","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"192","Belcan TechServices","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"193","Gerson Lehrman Group","Bill Douglas","10","0","2017-01-03 19:47:52","2020-05-21 18:50:07","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"194","FMC Technologies","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:48:49","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"195","Principal Financial Group","Bill Douglas","1","0","2017-01-03 19:47:52","2018-10-29 03:15:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"196","Wireless AirBorn NETwork","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"197","FS-Curtis","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:39","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"198","Merrill Lynch","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"199","GuruLink","Bill Douglas","1","0","2017-01-03 19:47:52","2017-01-03 19:48:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"200","Entrepreneurs' Organization","Bill Douglas","7","0","2017-01-03 19:47:52","2025-06-24 13:15:35","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"201","STME","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"202","Graybar","Bill Douglas","12","0","2017-01-03 19:47:52","2020-05-21 18:50:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"203","Balance Ventures, LLC","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"204","Fluid Power Tech","Bill Douglas","4","0","2017-01-03 19:47:52","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"205","G-force Recruiting","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:31","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"206","Gromwell IT, LLC","Bill Douglas","2","0","2017-01-03 19:47:52","2020-05-21 18:49:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"207","Confidential","Bill Douglas","22","0","2017-01-03 19:47:52","2020-05-21 18:50:26","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"208","Pason","Bill Douglas","9","0","2017-01-03 19:47:52","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"209","Power & Generation Testing, Inc.","Bill Douglas","0","0","2017-01-03 19:47:52","2017-06-06 14:17:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"210","OppenheimerFunds","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"211","Corporate United","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:48:49","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"212","Gregory James","Bill Douglas","7","0","2017-01-03 19:47:53","2020-05-21 18:50:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"213","Quanta System Spa","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"214","Global Search and Executive","Bill Douglas","1","0","2017-01-03 19:47:53","2017-01-03 19:48:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"215","JCPenney","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"216","Growth Strategies Group","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:29","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"217","GSI Commerce","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"218","Avis","Bill Douglas","1","0","2017-01-03 19:47:53","2017-01-03 19:48:12","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"219","Georgia Tech Chinese Friendship Association","Bill Douglas","1","0","2017-01-03 19:47:53","2017-01-03 19:48:47","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"220","Troxell Communications","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:27","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"221","Massively Parallel Technologies, Inc","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"222","Manhattan Staffing Associates","Bill Douglas","2","0","2017-01-03 19:47:53","2020-05-21 18:49:18","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"223","Philadelphia Estate Planning Council","Bill Douglas","1","0","2017-01-03 19:47:53","2017-01-03 19:48:13","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"224","Hudson","Bill Douglas","5","0","2017-01-03 19:47:53","2020-05-21 18:50:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"225","SecureLink","Bill Douglas","1","0","2017-01-03 19:47:53","2017-01-03 19:48:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
